dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,7.153903,2.672398,8.154901,0.907653,-1.287896,2.725870,2.326728
0.020000,7.141934,2.685384,8.172562,0.883036,-1.230847,2.852470,2.304047
0.020000,7.130574,2.698288,8.189754,0.859599,-1.171815,2.951562,2.281159
0.020000,7.119799,2.711108,8.206501,0.837369,-1.111541,3.013703,2.258131
0.020000,7.109586,2.723847,8.222829,0.816353,-1.050780,3.038049,2.235031
0.020000,7.099910,2.736502,8.238759,0.796544,-0.990447,3.016661,2.211928
0.020000,7.090748,2.749077,8.254318,0.777921,-0.931141,2.965289,2.188887
0.020000,7.082077,2.761572,8.269527,0.760452,-0.873481,2.883025,2.165974
0.020000,7.073874,2.773989,8.284408,0.744075,-0.818829,2.732572,2.143251
0.020000,7.066117,2.786328,8.298983,0.728737,-0.766900,2.596486,2.120776
0.020000,7.058785,2.798590,8.313270,0.714360,-0.718844,2.402792,2.098602
0.020000,7.051858,2.810776,8.327287,0.700857,-0.675137,2.185321,2.076780
0.020000,7.045317,2.822885,8.341050,0.688153,-0.635224,1.995682,2.055353
0.020000,7.039143,2.834917,8.354573,0.676140,-0.600644,1.728993,2.034361
0.020000,7.033321,2.846869,8.367868,0.664733,-0.570373,1.513563,2.013838
0.020000,7.027834,2.858739,8.380945,0.653849,-0.544189,1.309160,1.993814
0.020000,7.022667,2.870523,8.393813,0.643382,-0.523363,1.041338,1.974311
0.020000,7.017805,2.882218,8.406478,0.633259,-0.506106,0.862824,1.955350
0.020000,7.013234,2.893818,8.418946,0.623397,-0.493126,0.649012,1.936944
0.020000,7.008942,2.905318,8.431220,0.613710,-0.484327,0.439959,1.919104
0.020000,7.004917,2.916710,8.443303,0.604153,-0.477879,0.322387,1.901836
0.020000,7.001146,2.927989,8.455196,0.594637,-0.475776,0.105165,1.885145
0.020000,6.997617,2.939147,8.466898,0.585121,-0.475805,-0.001457,1.869029
0.020000,6.994321,2.950177,8.478410,0.575572,-0.477479,-0.083692,1.853486
0.020000,6.991245,2.961069,8.489728,0.565921,-0.482505,-0.251289,1.838511
0.020000,6.988381,2.971817,8.500851,0.556157,-0.488224,-0.285965,1.824097
0.020000,6.985717,2.982412,8.511776,0.546237,-0.496001,-0.388840,1.810236
0.020000,6.983243,2.992846,8.522499,0.536153,-0.504219,-0.410926,1.796918
0.020000,6.980951,3.003110,8.533016,0.525840,-0.515650,-0.571522,1.784131
0.020000,6.978831,3.013197,8.543323,0.515351,-0.524411,-0.438075,1.771865
0.020000,6.976874,3.023098,8.553415,0.504632,-0.535973,-0.578091,1.760106
0.020000,6.975070,3.032805,8.563289,0.493688,-0.547201,-0.561393,1.748842
