dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.574719,4.743108,2.813679,0.569520,-0.368304,-0.019742,0.055810
0.020000,4.585945,4.743728,2.824922,0.562145,-0.368745,-0.022055,0.054527
0.020000,4.597024,4.744325,2.836017,0.554762,-0.369150,-0.020230,0.053251
0.020000,4.607957,4.744901,2.846965,0.547371,-0.369546,-0.019848,0.051982
0.020000,4.618742,4.745455,2.857764,0.539973,-0.369949,-0.020145,0.050720
0.020000,4.629380,4.745989,2.868415,0.532565,-0.370356,-0.020335,0.049465
0.020000,4.639870,4.746501,2.878918,0.525151,-0.370741,-0.019246,0.048219
0.020000,4.650213,4.746994,2.889273,0.517728,-0.371117,-0.018792,0.046981
0.020000,4.660408,4.747467,2.899479,0.510298,-0.371494,-0.018871,0.045753
0.020000,4.670455,4.747921,2.909536,0.502861,-0.371865,-0.018541,0.044533
0.020000,4.680354,4.748356,2.919444,0.495416,-0.372229,-0.018202,0.043324
0.020000,4.690104,4.748773,2.929204,0.487965,-0.372586,-0.017855,0.042124
0.020000,4.699706,4.749172,2.938814,0.480506,-0.372955,-0.018460,0.040936
0.020000,4.709159,4.749554,2.948275,0.473040,-0.373295,-0.016956,0.039758
0.020000,4.718463,4.749918,2.957586,0.465567,-0.373624,-0.016482,0.038591
0.020000,4.727618,4.750267,2.966748,0.458088,-0.373953,-0.016421,0.037436
0.020000,4.736624,4.750599,2.975760,0.450602,-0.374314,-0.018079,0.036294
0.020000,4.745481,4.750915,2.984622,0.443110,-0.374618,-0.015204,0.035164
0.020000,4.754188,4.751217,2.993334,0.435611,-0.374913,-0.014761,0.034046
0.020000,4.762745,4.751503,3.001896,0.428106,-0.375285,-0.018558,0.032942
0.020000,4.771153,4.751776,3.010308,0.420595,-0.375515,-0.011524,0.031852
0.020000,4.779410,4.752035,3.018570,0.413077,-0.375891,-0.018798,0.030775
0.020000,4.787518,4.752280,3.026681,0.405555,-0.376123,-0.011618,0.029712
0.020000,4.795475,4.752512,3.034641,0.398026,-0.376431,-0.015362,0.028664
0.020000,4.803281,4.752732,3.042451,0.390492,-0.376743,-0.015620,0.027631
0.020000,4.810938,4.752940,3.050110,0.382952,-0.376976,-0.011650,0.026613
0.020000,4.818443,4.753136,3.057618,0.375407,-0.377253,-0.013852,0.025611
0.020000,4.825798,4.753320,3.064976,0.367856,-0.377527,-0.013685,0.024624
0.020000,4.833002,4.753494,3.072182,0.360300,-0.377812,-0.014251,0.023653
0.020000,4.840055,4.753658,3.079236,0.352739,-0.378034,-0.011112,0.022699
0.020000,4.846957,4.753811,3.086140,0.345174,-0.378283,-0.012459,0.021761
0.020000,4.853707,4.753955,3.092892,0.337603,-0.378525,-0.012103,0.020840
0.020000,4.860306,4.754090,3.099492,0.330028,-0.378760,-0.011740,0.019936
0.020000,4.866754,4.754215,3.105941,0.322448,-0.378988,-0.011370,0.019049
0.020000,4.873050,4.754333,3.112239,0.314864,-0.379240,-0.012608,0.018181
0.020000,4.879195,4.754442,3.118384,0.307275,-0.379443,-0.010146,0.017330
0.020000,4.885188,4.754543,3.124378,0.299682,-0.379639,-0.009805,0.016497
0.020000,4.891029,4.754637,3.130220,0.292085,-0.379836,-0.009864,0.015683
0.020000,4.896718,4.754724,3.135909,0.284484,-0.380078,-0.012118,0.014887
0.020000,4.902254,4.754804,3.141447,0.276878,-0.380265,-0.009336,0.014110
0.020000,4.907639,4.754878,3.146832,0.269270,-0.380397,-0.006576,0.013352
0.020000,4.912872,4.754946,3.152065,0.261656,-0.380699,-0.015099,0.012613
0.020000,4.917953,4.755008,3.157146,0.254042,-0.380741,-0.002132,0.011894
0.020000,4.922881,4.755065,3.162075,0.246421,-0.381049,-0.015366,0.011194
0.020000,4.927656,4.755117,3.166851,0.238799,-0.381096,-0.002385,0.010514
0.020000,4.932280,4.755164,3.171474,0.231172,-0.381344,-0.012396,0.009855
0.020000,4.936750,4.755207,3.175945,0.223542,-0.381473,-0.006449,0.009215
0.020000,4.941068,4.755245,3.180263,0.215910,-0.381597,-0.006189,0.008596
0.020000,4.945234,4.755280,3.184429,0.208275,-0.381757,-0.008026,0.007997
0.020000,4.949246,4.755311,3.188441,0.200636,-0.381958,-0.010004,0.007419
0.020000,4.953106,4.755338,3.192301,0.192995,-0.382033,-0.003800,0.006862
0.020000,4.956813,4.755363,3.196008,0.185352,-0.382169,-0.006784,0.006326
0.020000,4.960367,4.755384,3.199562,0.177706,-0.382298,-0.006425,0.005810
0.020000,4.963768,4.755403,3.202963,0.170058,-0.382419,-0.006063,0.005317
0.020000,4.967016,4.755420,3.206212,0.162407,-0.382533,-0.005697,0.004844
0.020000,4.970111,4.755434,3.209307,0.154754,-0.382639,-0.005328,0.004393
0.020000,4.973053,4.755446,3.212249,0.147100,-0.382739,-0.004955,0.003964
0.020000,4.975842,4.755457,3.215038,0.139443,-0.382847,-0.005433,0.003556
0.020000,4.978478,4.755466,3.217673,0.131783,-0.382979,-0.006579,0.003170
0.020000,4.980960,4.755473,3.220156,0.124123,-0.383008,-0.001455,0.002806
0.020000,4.983289,4.755479,3.222485,0.116461,-0.383077,-0.003456,0.002465
0.020000,4.985465,4.755484,3.224661,0.108797,-0.383225,-0.007384,0.002145
0.020000,4.987488,4.755488,3.226683,0.101132,-0.383255,-0.001515,0.001847
0.020000,4.989357,4.755492,3.228553,0.093466,-0.383294,-0.001974,0.001572
0.020000,4.991073,4.755494,3.230269,0.085797,-0.383440,-0.007271,0.001319
0.020000,4.992636,4.755496,3.231831,0.078129,-0.383399,0.002048,0.001089
0.020000,4.994045,4.755497,3.233240,0.070458,-0.383531,-0.006607,0.000881
0.020000,4.995301,4.755498,3.234496,0.062788,-0.383539,-0.000414,0.000695
0.020000,4.996403,4.755499,3.235599,0.055117,-0.383545,-0.000272,0.000532
